cluster_id,age_band,cluster_prop,overall_prop,difference
W065|AY.4|R0.3|C952,55-59,0.023255813953488372,0.06448931605530865,-0.04123350210182028
W065|AY.4|R0.3|C952,40-44,0.06976744186046512,0.07837014461172495,-0.008602702751259836
W065|AY.4|R0.3|C952,60-64,0.0,0.048889920611445384,-0.048889920611445384
W065|AY.4|R0.3|C952,50-54,0.023255813953488372,0.07097294349197315,-0.04771712953848478
W065|AY.4|R0.3|C952,70-74,0.0,0.023960092305887432,-0.023960092305887432
W065|AY.4|R0.3|C952,00-04,0.0,0.021452756883315924,-0.021452756883315924
W065|AY.4|R0.3|C952,75+,0.0,0.05740912001138223,-0.05740912001138223
W066|AY.4|R0.3|C723,65-69,0.0,0.029372891573031603,-0.029372891573031603
W066|AY.4|R0.3|C723,45-49,0.06976744186046512,0.06799758876454136,0.0017698530959237568
W066|AY.4|R0.3|C723,20-24,0.09302325581395349,0.0868394219524767,0.006183833861476792
W066|AY.4|R0.3|C723,25-29,0.16279069767441862,0.08724254258039636,0.07554815509402225
W066|AY.4|R0.3|C723,15-19,0.0,0.0680949367799523,-0.0680949367799523
W066|AY.4|R0.3|C723,05-09,0.0,0.0543002237756303,-0.0543002237756303
W066|AY.4|R0.3|C723,35-39,0.3023255813953488,0.08474519156966187,0.21758038982568695
W066|AY.4|R0.3|C723,30-34,0.2558139534883721,0.08833084347063147,0.16748311001774063
W066|AY.4|R0.3|C723,10-14,0.0,0.06753206556264033,-0.06753206556264033
W066|AY.4|R0.3|C723,55-59,0.023255813953488372,0.06448931605530865,-0.04123350210182028
W066|AY.4|R0.3|C723,40-44,0.06976744186046512,0.07837014461172495,-0.008602702751259836
W066|AY.4|R0.3|C723,60-64,0.0,0.048889920611445384,-0.048889920611445384
W066|AY.4|R0.3|C723,50-54,0.023255813953488372,0.07097294349197315,-0.04771712953848478
W066|AY.4|R0.3|C723,70-74,0.0,0.023960092305887432,-0.023960092305887432
W066|AY.4|R0.3|C723,00-04,0.0,0.021452756883315924,-0.021452756883315924
W066|AY.4|R0.3|C723,75+,0.0,0.05740912001138223,-0.05740912001138223
W067|AY.4|R0.3|C269,65-69,0.0,0.029372891573031603,-0.029372891573031603
W067|AY.4|R0.3|C269,45-49,0.06976744186046512,0.06799758876454136,0.0017698530959237568
W067|AY.4|R0.3|C269,20-24,0.09302325581395349,0.0868394219524767,0.006183833861476792
W067|AY.4|R0.3|C269,25-29,0.16279069767441862,0.08724254258039636,0.07554815509402225
W067|AY.4|R0.3|C269,15-19,0.0,0.0680949367799523,-0.0680949367799523
W067|AY.4|R0.3|C269,05-09,0.0,0.0543002237756303,-0.0543002237756303
W067|AY.4|R0.3|C269,35-39,0.3023255813953488,0.08474519156966187,0.21758038982568695
W067|AY.4|R0.3|C269,30-34,0.2558139534883721,0.08833084347063147,0.16748311001774063
W067|AY.4|R0.3|C269,10-14,0.0,0.06753206556264033,-0.06753206556264033
W067|AY.4|R0.3|C269,55-59,0.023255813953488372,0.06448931605530865,-0.04123350210182028
W067|AY.4|R0.3|C269,40-44,0.06976744186046512,0.07837014461172495,-0.008602702751259836
W067|AY.4|R0.3|C269,60-64,0.0,0.048889920611445384,-0.048889920611445384
W067|AY.4|R0.3|C269,50-54,0.023255813953488372,0.07097294349197315,-0.04771712953848478
W067|AY.4|R0.3|C269,70-74,0.0,0.023960092305887432,-0.023960092305887432
W067|AY.4|R0.3|C269,00-04,0.0,0.021452756883315924,-0.021452756883315924
W067|AY.4|R0.3|C269,75+,0.0,0.05740912001138223,-0.05740912001138223
W091|BA.2.23|R0.3|C90,65-69,0.0,0.029372891573031603,-0.029372891573031603
W091|BA.2.23|R0.3|C90,45-49,0.0,0.06799758876454136,-0.06799758876454136
W091|BA.2.23|R0.3|C90,20-24,0.0,0.0868394219524767,-0.0868394219524767
W091|BA.2.23|R0.3|C90,25-29,0.0,0.08724254258039636,-0.08724254258039636
W091|BA.2.23|R0.3|C90,15-19,0.5,0.0680949367799523,0.4319050632200477
